"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version","n_switch_rule_sides"
"","html-keyboard-response","404","1000497","0.0-2.0-22.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","405","1001375","0.0-2.0-22.0-2.0-21.0","871.7499999911524","<p style=""color: blue"" >1</p>","83","n-switch","true","true","1","0","0.9","83","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","406","1002006","0.0-2.0-22.0-2.0-22.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","407","1002319","0.0-2.0-22.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","408","1003199","0.0-2.0-22.0-2.0-24.0","875.8350000134669","<p style=""color: red"" >4</p>","72","n-switch","true","true","2","3","0.9","72","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","409","1003839","0.0-2.0-22.0-2.0-25.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","410","1004156","0.0-2.0-22.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","411","1004901","0.0-2.0-22.0-2.0-27.0","738.6999999871477","<p style=""color: blue"" >7</p>","70","n-switch","true","true","1","5","0.9","70","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","412","1005665","0.0-2.0-22.0-2.0-28.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","413","1005978","0.0-2.0-22.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","414","1006659","0.0-2.0-22.0-2.0-30.0","672.5250000017695","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.9","72","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","415","1007493","0.0-2.0-22.0-2.0-31.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","416","1007796","0.0-2.0-22.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","417","1008512","0.0-2.0-22.0-2.0-33.0","710.7700000051409","<p style=""color: blue"" >9</p>","70","n-switch","true","true","1","7","0.9","70","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","418","1009319","0.0-2.0-22.0-2.0-34.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","419","1009636","0.0-2.0-22.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","420","1010403","0.0-2.0-22.0-2.0-36.0","764.2750000231899","<p style=""color: red"" >1</p>","72","n-switch","false","true","2","0","0.9","75","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","421","1011154","0.0-2.0-22.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","422","1011468","0.0-2.0-22.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","423","1012210","0.0-2.0-22.0-2.0-39.0","735.3349999757484","<p style=""color: blue"" >3</p>","83","n-switch","true","true","1","2","0.9","83","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","424","1012992","0.0-2.0-22.0-2.0-40.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","425","1013309","0.0-2.0-22.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","426","1014155","0.0-2.0-22.0-2.0-42.0","843.0050000315532","<p style=""color: red"" >3</p>","75","n-switch","true","true","2","2","0.9","75","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","427","1014831","0.0-2.0-22.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","428","1015150","0.0-2.0-22.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","429","1020827","0.0-2.0-22.0-3.0","5676.535000035074","<p>Great job! You earned 4.56 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","430","1026158","0.0-3.0-0.0-0.0","5329.130000027362","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","6","","","","68","","3","72.91576166683156","","","","","","","","","",""
"","html-keyboard-response","431","1035419","0.0-3.0-1.0-0.0","9259.290000016335","<p style='font-size':25px> You want <strong> 3.72 </strong> points. </p> <p> The computer offers <strong>2.24</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal5.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","432","1035526","0.0-3.0-3.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","433","1038570","0.0-3.0-3.0-1.0-0.0","3042.1999999671243","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","434","1039563","0.0-3.0-3.0-2.0-0.0","985.869999974966","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","435","1040084","0.0-3.0-3.0-2.0-1.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","436","1040387","0.0-3.0-3.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","437","1040916","0.0-3.0-3.0-2.0-3.0","520.9150000009686","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","438","1041905","0.0-3.0-3.0-2.0-4.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","439","1042221","0.0-3.0-3.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","440","1042663","0.0-3.0-3.0-2.0-6.0","438.3300000336021","<p style=""color: blue"" >1</p>","83","n-switch","true","false","1","0","0.1","83","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","441","1043729","0.0-3.0-3.0-2.0-7.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","442","1044032","0.0-3.0-3.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","443","1044723","0.0-3.0-3.0-2.0-9.0","683.7850000010803","<p style=""color: red"" >4</p>","72","n-switch","true","true","2","3","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","444","1045551","0.0-3.0-3.0-2.0-10.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","445","1045866","0.0-3.0-3.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","446","1046881","0.0-3.0-3.0-2.0-12.0","1009.7400000086054","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","447","1047381","0.0-3.0-3.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","448","1047688","0.0-3.0-3.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","449","1048564","0.0-3.0-3.0-2.0-15.0","873.0299999588169","<p style=""color: red"" >7</p>","75","n-switch","true","false","2","5","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","450","1049210","0.0-3.0-3.0-2.0-16.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","451","1049536","0.0-3.0-3.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","452","1049987","0.0-3.0-3.0-2.0-18.0","445.52499998826534","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","453","1051055","0.0-3.0-3.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","454","1051368","0.0-3.0-3.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","455","1052005","0.0-3.0-3.0-2.0-21.0","628.7699999520555","<p style=""color: red"" >8</p>","72","n-switch","true","false","2","6","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","456","1052881","0.0-3.0-3.0-2.0-22.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","457","1053196","0.0-3.0-3.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","458","1053783","0.0-3.0-3.0-2.0-24.0","581.6249999916181","<p style=""color: red"" >4</p>","72","n-switch","true","false","2","3","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","459","1054720","0.0-3.0-3.0-2.0-25.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","460","1055037","0.0-3.0-3.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","461","1055454","0.0-3.0-3.0-2.0-27.0","408.7899999576621","<p style=""color: red"" >4</p>","72","n-switch","true","false","2","3","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","462","1056552","0.0-3.0-3.0-2.0-28.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","463","1056868","0.0-3.0-3.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","464","1057666","0.0-3.0-3.0-2.0-30.0","792.6200000219978","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","465","1058389","0.0-3.0-3.0-2.0-31.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","466","1058705","0.0-3.0-3.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","467","1059320","0.0-3.0-3.0-2.0-33.0","606.7800000309944","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","468","1060225","0.0-3.0-3.0-2.0-34.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","469","1060535","0.0-3.0-3.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","470","1061292","0.0-3.0-3.0-2.0-36.0","753.7599999923259","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","471","1062060","0.0-3.0-3.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","472","1062432","0.0-3.0-3.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","473","1063178","0.0-3.0-3.0-2.0-39.0","665.5899999896064","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","474","1064016","0.0-3.0-3.0-2.0-40.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","475","1064322","0.0-3.0-3.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","476","1064883","0.0-3.0-3.0-2.0-42.0","557.059999962803","<p style=""color: red"" >2</p>","72","n-switch","true","false","2","1","0.1","72","6","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","477","1065842","0.0-3.0-3.0-2.0-43.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","478","1066146","0.0-3.0-3.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","479","1067013","0.0-3.0-3.0-3.0","864.449999993667","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","480","1075660","0.0-3.0-4.0-0.0","8643.72499997262","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","7","","","","56","","3","98.76713577418712","","","","","","","","","",""
"","html-keyboard-response","481","1080190","0.0-3.0-5.0-0.0","4524.359999981243","<p style='font-size':25px> You want <strong> 3.24 </strong> points. </p> <p> The computer offers <strong>2.76</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal5.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","482","1080304","0.0-3.0-7.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","483","1084618","0.0-3.0-7.0-1.0-0.0","4312.449999968521","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","484","1086128","0.0-3.0-7.0-2.0-0.0","1506.989999965299","<p style=""color: blue"" >4</p>","83","n-switch","true","false","1","3","0.1","83","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","485","1086132","0.0-3.0-7.0-2.0-1.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","486","1086448","0.0-3.0-7.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","487","1087252","0.0-3.0-7.0-2.0-3.0","800.8550000376999","<p style=""color: blue"" >6</p>","70","n-switch","true","false","1","4","0.1","70","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","488","1087966","0.0-3.0-7.0-2.0-4.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","489","1088283","0.0-3.0-7.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","490","1088999","0.0-3.0-7.0-2.0-6.0","712.4099999782629","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.1","72","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","491","1089791","0.0-3.0-7.0-2.0-7.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","492","1090099","0.0-3.0-7.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","493","1091076","0.0-3.0-7.0-2.0-9.0","973.2599999988452","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","494","1091618","0.0-3.0-7.0-2.0-10.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","495","1091925","0.0-3.0-7.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","496","1092608","0.0-3.0-7.0-2.0-12.0","679.5549999806099","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","497","1093435","0.0-3.0-7.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","498","1093752","0.0-3.0-7.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","499","1094408","0.0-3.0-7.0-2.0-15.0","653.2599999918602","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","500","1095259","0.0-3.0-7.0-2.0-16.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","501","1095562","0.0-3.0-7.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","502","1096186","0.0-3.0-7.0-2.0-18.0","620.8100000512786","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","503","1097068","0.0-3.0-7.0-2.0-19.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","504","1097384","0.0-3.0-7.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","505","1097937","0.0-3.0-7.0-2.0-21.0","549.5300000184216","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","506","1098891","0.0-3.0-7.0-2.0-22.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","507","1099207","0.0-3.0-7.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","508","1099724","0.0-3.0-7.0-2.0-24.0","513.4649999672547","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","509","1100713","0.0-3.0-7.0-2.0-25.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","510","1101021","0.0-3.0-7.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","511","1101586","0.0-3.0-7.0-2.0-27.0","561.5499999839813","<p style=""color: red"" >8</p>","72","n-switch","true","false","2","6","0.1","72","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","512","1102543","0.0-3.0-7.0-2.0-28.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","513","1102845","0.0-3.0-7.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","514","1103639","0.0-3.0-7.0-2.0-30.0","789.9900000193156","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","515","1104367","0.0-3.0-7.0-2.0-31.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","516","1104676","0.0-3.0-7.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","517","1105222","0.0-3.0-7.0-2.0-33.0","542.8500000271015","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","518","1106185","0.0-3.0-7.0-2.0-34.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","519","1106502","0.0-3.0-7.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","520","1106973","0.0-3.0-7.0-2.0-36.0","467.87499997299165","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","521","1108018","0.0-3.0-7.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","522","1108331","0.0-3.0-7.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","523","1108915","0.0-3.0-7.0-2.0-39.0","579.9950000364333","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","524","1109838","0.0-3.0-7.0-2.0-40.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","525","1110151","0.0-3.0-7.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","526","1110632","0.0-3.0-7.0-2.0-42.0","478.1850000144914","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","7","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","527","1111662","0.0-3.0-7.0-2.0-43.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","528","1111982","0.0-3.0-7.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","529","1112574","0.0-3.0-7.0-3.0","590.0000000256114","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","530","1117065","0.0-3.0-8.0-0.0","4487.034999998286","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","8","","","","44","","3","24.678185182164782","","","","","","","","","",""
"","html-keyboard-response","531","1123135","0.0-3.0-9.0-0.0","6068.274999968708","<p style='font-size':25px> You want <strong> 2.76 </strong> points. </p> <p> The computer offers <strong>3.84</strong> points. </p><p> You will be given 3.84 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","532","1123251","0.0-3.0-10.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","533","1132731","0.0-3.0-10.0-1.0-0.0","9477.725000004284","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","534","1134133","0.0-3.0-10.0-2.0-0.0","1399.3899999768473","<p style=""color: red"" >2</p>","72","n-switch","true","true","2","1","0.9","72","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","535","1134260","0.0-3.0-10.0-2.0-1.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","536","1134584","0.0-3.0-10.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","537","1135907","0.0-3.0-10.0-2.0-3.0","1314.9449999909848","<p style=""color: blue"" >1</p>","83","n-switch","true","true","1","0","0.9","83","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","538","1136095","0.0-3.0-10.0-2.0-4.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","539","1136399","0.0-3.0-10.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","540","1137133","0.0-3.0-10.0-2.0-6.0","729.5600000070408","<p style=""color: red"" >6</p>","72","n-switch","true","true","2","4","0.9","72","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","541","1137908","0.0-3.0-10.0-2.0-7.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","542","1138210","0.0-3.0-10.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","543","1139039","0.0-3.0-10.0-2.0-9.0","825.1300000119954","<p style=""color: blue"" >6</p>","70","n-switch","true","true","1","4","0.9","70","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","544","1139720","0.0-3.0-10.0-2.0-10.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","545","1140029","0.0-3.0-10.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","546","1141136","0.0-3.0-10.0-2.0-12.0","1101.6449999879114","<p style=""color: red"" >1</p>","75","n-switch","true","true","2","0","0.9","75","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","547","1141550","0.0-3.0-10.0-2.0-13.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","548","1141865","0.0-3.0-10.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","549","1142842","0.0-3.0-10.0-2.0-15.0","973.790000018198","<p style=""color: blue"" >4</p>","70","n-switch","false","true","1","3","0.9","83","8","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","550","1143372","0.0-3.0-10.0-2.0-16.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","551","1143674","0.0-3.0-10.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","552","1144546","0.0-3.0-10.0-2.0-18.0","868.6849999940023","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.9","72","8","false","","","","","","","","","","","","","","","",""
